UsageId,AccountId,SubscriptionId,Month,Seats,MAU,MAURatio,Sessions,FeatureAdoptionRate
U0002192,A00507,SUB00205,2025-06-01,250,179,0.716,2615,0.61
U0002193,A00507,SUB00205,2025-07-01,250,182,0.731,5780,0.37
U0002194,A00507,SUB00205,2025-08-01,250,186,0.746,3112,0.68
U0002195,A00507,SUB00205,2025-09-01,250,190,0.761,2730,0.69
U0002196,A00507,SUB00205,2025-10-01,250,194,0.776,6181,0.85
U0002197,A00507,SUB00205,2025-11-01,250,197,0.791,3195,0.84
U0002198,A00507,SUB00205,2025-12-01,250,201,0.806,1680,0.21
U0002199,A00507,SUB00205,2026-01-01,250,205,0.821,3461,0.88
U0002200,A00507,SUB00205,2026-02-01,250,209,0.836,1707,0.84
U0002201,A00507,SUB00205,2026-03-01,250,212,0.851,6204,0.66
U0002202,A00507,SUB00205,2026-04-01,250,216,0.866,4332,0.61
U0002203,A00507,SUB00205,2026-05-01,250,220,0.881,5190,0.82
U0002204,A00508,SUB00206,2025-06-01,20,12,0.628,323,0.79
U0002205,A00508,SUB00206,2025-07-01,20,12,0.643,98,0.44
U0002206,A00508,SUB00206,2025-08-01,20,13,0.658,401,0.81
U0002207,A00508,SUB00206,2025-09-01,20,13,0.673,199,0.37
U0002208,A00508,SUB00206,2025-10-01,20,13,0.688,454,0.78
U0002209,A00508,SUB00206,2025-11-01,20,14,0.703,196,0.5
U0002210,A00508,SUB00206,2025-12-01,20,14,0.718,141,0.6
U0002211,A00508,SUB00206,2026-01-01,20,14,0.733,288,0.3
U0002212,A00508,SUB00206,2026-02-01,20,14,0.748,479,0.53
U0002213,A00508,SUB00206,2026-03-01,20,15,0.763,225,0.44
U0002214,A00508,SUB00206,2026-04-01,20,15,0.778,337,0.55
U0002215,A00508,SUB00206,2026-05-01,20,15,0.793,365,0.76
U0002216,A00509,SUB00207,2025-06-01,10,7,0.762,124,0.84
U0002217,A00509,SUB00207,2025-07-01,10,9,0.98,186,0.8
U0002218,A00509,SUB00207,2025-08-01,10,8,0.842,245,0.44
U0002219,A00509,SUB00207,2025-09-01,10,8,0.833,243,0.89
U0002220,A00509,SUB00207,2025-10-01,10,7,0.745,57,0.63
U0002221,A00509,SUB00207,2025-11-01,10,8,0.85,253,0.87
U0002222,A00509,SUB00207,2025-12-01,10,7,0.753,119,0.58
U0002223,A00509,SUB00207,2026-01-01,10,9,0.953,106,0.46
U0002224,A00509,SUB00207,2026-02-01,10,7,0.736,108,0.89
U0002225,A00509,SUB00207,2026-03-01,10,8,0.846,143,0.7
U0002226,A00509,SUB00207,2026-04-01,10,8,0.863,188,0.6
U0002227,A00509,SUB00207,2026-05-01,10,7,0.737,243,0.88
U0002228,A00510,SUB00208,2025-06-01,100,36,0.362,1150,0.36
U0002229,A00510,SUB00208,2025-07-01,100,33,0.337,581,0.64
U0002230,A00510,SUB00208,2025-08-01,100,31,0.312,994,0.58
U0002231,A00510,SUB00208,2025-09-01,100,28,0.287,844,0.49
U0002232,A00510,SUB00208,2025-10-01,100,26,0.262,514,0.48
U0002233,A00510,SUB00208,2025-11-01,100,23,0.237,798,0.72
U0002234,A00510,SUB00208,2025-12-01,100,21,0.212,221,0.65
U0002235,A00510,SUB00208,2026-01-01,100,18,0.187,145,0.48
U0002236,A00510,SUB00208,2026-02-01,100,16,0.162,403,0.26
U0002237,A00510,SUB00208,2026-03-01,100,13,0.137,152,0.43
U0002238,A00510,SUB00208,2026-04-01,100,11,0.112,283,0.52
U0002239,A00510,SUB00208,2026-05-01,100,8,0.087,222,0.63
U0002240,A00511,SUB00209,2025-06-01,50,35,0.705,1077,0.83
U0002241,A00511,SUB00209,2025-07-01,50,35,0.72,1172,0.77
U0002242,A00511,SUB00209,2025-08-01,50,36,0.735,1173,0.67
U0002243,A00511,SUB00209,2025-09-01,50,37,0.75,689,0.51
U0002244,A00511,SUB00209,2025-10-01,50,38,0.765,585,0.52
U0002245,A00511,SUB00209,2025-11-01,50,38,0.78,1254,0.41
U0002246,A00511,SUB00209,2025-12-01,50,39,0.795,612,0.43
U0002247,A00511,SUB00209,2026-01-01,50,40,0.81,556,0.3
U0002248,A00511,SUB00209,2026-02-01,50,41,0.825,1340,0.36
U0002249,A00511,SUB00209,2026-03-01,50,41,0.84,722,0.33
U0002250,A00511,SUB00209,2026-04-01,50,42,0.855,868,0.81
U0002251,A00511,SUB00209,2026-05-01,50,43,0.87,1355,0.21
U0002252,A00512,SUB00210,2025-06-01,50,17,0.342,409,0.4
U0002253,A00512,SUB00210,2025-07-01,50,19,0.389,310,0.76
U0002254,A00512,SUB00210,2025-08-01,50,18,0.36,325,0.62
U0002255,A00512,SUB00210,2025-09-01,50,18,0.36,460,0.78
U0002256,A00512,SUB00210,2025-10-01,50,16,0.336,188,0.58
U0002257,A00512,SUB00210,2025-11-01,50,18,0.374,387,0.28
U0002258,A00512,SUB00210,2025-12-01,50,16,0.333,499,0.69
U0002259,A00512,SUB00210,2026-01-01,50,19,0.389,619,0.44
U0002260,A00512,SUB00210,2026-02-01,50,15,0.303,292,0.8
U0002261,A00512,SUB00210,2026-03-01,50,19,0.392,520,0.36
U0002262,A00512,SUB00210,2026-04-01,50,14,0.293,120,0.5
U0002263,A00512,SUB00210,2026-05-01,50,18,0.369,609,0.47
U0002264,A00516,SUB00211,2025-06-01,500,184,0.37,2532,0.76
U0002265,A00516,SUB00211,2025-07-01,500,172,0.345,5023,0.76
U0002266,A00516,SUB00211,2025-08-01,500,164,0.329,4075,0.61
U0002267,A00516,SUB00211,2025-09-01,500,175,0.352,2122,0.54
U0002268,A00516,SUB00211,2025-10-01,500,176,0.353,2690,0.62
U0002269,A00516,SUB00211,2025-11-01,500,164,0.33,2170,0.81
U0002270,A00516,SUB00211,2025-12-01,500,148,0.297,5153,0.68
U0002271,A00516,SUB00211,2026-01-01,500,189,0.379,1791,0.33
U0002272,A00516,SUB00211,2026-02-01,500,168,0.336,1896,0.72
U0002273,A00516,SUB00211,2026-03-01,500,172,0.345,4093,0.82
U0002274,A00516,SUB00211,2026-04-01,500,172,0.344,3772,0.83
U0002275,A00516,SUB00211,2026-05-01,500,191,0.384,1814,0.37
U0002276,A00517,SUB00212,2025-09-01,10,6,0.619,58,0.78
U0002277,A00517,SUB00212,2025-10-01,10,6,0.601,197,0.6
U0002278,A00517,SUB00212,2025-11-01,10,5,0.586,131,0.46
U0002279,A00517,SUB00212,2025-12-01,10,6,0.639,192,0.57
U0002280,A00517,SUB00212,2026-01-01,10,6,0.632,169,0.42
U0002281,A00517,SUB00212,2026-02-01,10,5,0.583,136,0.75
U0002282,A00517,SUB00212,2026-03-01,10,5,0.579,98,0.7
U0002283,A00517,SUB00212,2026-04-01,10,5,0.567,50,0.57
U0002284,A00517,SUB00212,2026-05-01,10,6,0.629,70,0.39
U0002285,A00518,SUB00213,2025-06-01,250,112,0.449,3544,0.22
U0002286,A00518,SUB00213,2025-07-01,250,106,0.424,1210,0.76
U0002287,A00518,SUB00213,2025-08-01,250,99,0.399,1509,0.45
U0002288,A00518,SUB00213,2025-09-01,250,93,0.374,3130,0.9
U0002289,A00518,SUB00213,2025-10-01,250,87,0.349,1419,0.75
U0002290,A00518,SUB00213,2025-11-01,250,81,0.324,933,0.63
U0002291,A00518,SUB00213,2025-12-01,250,74,0.299,1855,0.22
U0002292,A00518,SUB00213,2026-01-01,250,68,0.274,1964,0.31
U0002293,A00518,SUB00213,2026-02-01,250,62,0.249,1794,0.68
U0002294,A00518,SUB00213,2026-03-01,250,56,0.224,890,0.82
U0002295,A00518,SUB00213,2026-04-01,250,49,0.199,991,0.83
U0002296,A00518,SUB00213,2026-05-01,250,43,0.174,802,0.63
U0002297,A00519,SUB00214,2025-06-01,5,2,0.527,18,0.52
U0002298,A00519,SUB00214,2025-07-01,5,2,0.542,30,0.48
U0002299,A00519,SUB00214,2025-08-01,5,2,0.557,36,0.87
U0002300,A00519,SUB00214,2025-09-01,5,2,0.572,47,0.69
U0002301,A00519,SUB00214,2025-10-01,5,2,0.587,60,0.52
U0002302,A00519,SUB00214,2025-11-01,5,3,0.602,24,0.41
U0002303,A00519,SUB00214,2025-12-01,5,3,0.617,59,0.78
U0002304,A00519,SUB00214,2026-01-01,5,3,0.632,102,0.35
U0002305,A00519,SUB00214,2026-02-01,5,3,0.647,31,0.62
U0002306,A00519,SUB00214,2026-03-01,5,3,0.662,43,0.66
U0002307,A00519,SUB00214,2026-04-01,5,3,0.677,28,0.61
U0002308,A00519,SUB00214,2026-05-01,5,3,0.692,71,0.32
U0002309,A00521,SUB00215,2026-01-01,10,5,0.536,85,0.75
U0002310,A00521,SUB00215,2026-02-01,10,5,0.551,42,0.6
U0002311,A00521,SUB00215,2026-03-01,10,5,0.566,95,0.75
U0002312,A00521,SUB00215,2026-04-01,10,5,0.581,173,0.44
U0002313,A00521,SUB00215,2026-05-01,10,5,0.596,51,0.85
U0002314,A00522,SUB00216,2025-06-01,100,75,0.76,1118,0.68
U0002315,A00522,SUB00216,2025-07-01,100,73,0.735,1143,0.82
U0002316,A00522,SUB00216,2025-08-01,100,70,0.71,749,0.43
U0002317,A00522,SUB00216,2025-09-01,100,68,0.685,1238,0.61
U0002318,A00522,SUB00216,2025-10-01,100,65,0.66,1876,0.5
U0002319,A00522,SUB00216,2025-11-01,100,63,0.635,1792,0.76
U0002320,A00522,SUB00216,2025-12-01,100,60,0.61,704,0.36
U0002321,A00522,SUB00216,2026-01-01,100,58,0.585,1859,0.69
U0002322,A00522,SUB00216,2026-02-01,100,55,0.56,1756,0.35
U0002323,A00522,SUB00216,2026-03-01,100,53,0.535,1267,0.81
U0002324,A00522,SUB00216,2026-04-01,100,50,0.51,808,0.52
U0002325,A00522,SUB00216,2026-05-01,100,48,0.485,1283,0.48
U0002326,A00525,SUB00217,2025-06-01,5,1,0.368,16,0.49
U0002327,A00525,SUB00217,2025-07-01,5,1,0.383,18,0.24
U0002328,A00525,SUB00217,2025-08-01,5,1,0.398,16,0.34
U0002329,A00525,SUB00217,2025-09-01,5,2,0.413,26,0.78
U0002330,A00525,SUB00217,2025-10-01,5,2,0.428,60,0.52
U0002331,A00525,SUB00217,2025-11-01,5,2,0.443,28,0.68
U0002332,A00525,SUB00217,2025-12-01,5,2,0.458,64,0.35
U0002333,A00525,SUB00217,2026-01-01,5,2,0.473,33,0.52
U0002334,A00525,SUB00217,2026-02-01,5,2,0.488,69,0.67
U0002335,A00525,SUB00217,2026-03-01,5,2,0.503,42,0.31
U0002336,A00525,SUB00217,2026-04-01,5,2,0.518,52,0.83
U0002337,A00525,SUB00217,2026-05-01,5,2,0.533,55,0.32
U0002338,A00526,SUB00218,2026-02-01,250,156,0.625,2828,0.22
U0002339,A00526,SUB00218,2026-03-01,250,132,0.529,2648,0.26
U0002340,A00526,SUB00218,2026-04-01,250,150,0.603,3203,0.81
U0002341,A00526,SUB00218,2026-05-01,250,191,0.765,1750,0.76
U0002342,A00528,SUB00219,2025-10-01,50,26,0.53,451,0.38
U0002343,A00528,SUB00219,2025-11-01,50,24,0.487,465,0.65
U0002344,A00528,SUB00219,2025-12-01,50,25,0.501,494,0.45
U0002345,A00528,SUB00219,2026-01-01,50,25,0.512,629,0.34
U0002346,A00528,SUB00219,2026-02-01,50,28,0.571,487,0.85
U0002347,A00528,SUB00219,2026-03-01,50,26,0.538,767,0.58
U0002348,A00528,SUB00219,2026-04-01,50,29,0.582,901,0.72
U0002349,A00528,SUB00219,2026-05-01,50,28,0.569,646,0.44
U0002350,A00530,SUB00220,2026-02-01,100,34,0.349,665,0.26
U0002351,A00530,SUB00220,2026-03-01,100,54,0.546,662,0.29
U0002352,A00530,SUB00220,2026-04-01,100,51,0.511,675,0.74
U0002353,A00530,SUB00220,2026-05-01,100,65,0.654,2122,0.3
U0002354,A00531,SUB00221,2025-10-01,20,8,0.414,128,0.33
U0002355,A00531,SUB00221,2025-11-01,20,8,0.441,222,0.3
U0002356,A00531,SUB00221,2025-12-01,20,7,0.381,174,0.4
U0002357,A00531,SUB00221,2026-01-01,20,7,0.396,153,0.47
U0002358,A00531,SUB00221,2026-02-01,20,9,0.459,158,0.32
U0002359,A00531,SUB00221,2026-03-01,20,7,0.387,72,0.57
U0002360,A00531,SUB00221,2026-04-01,20,8,0.441,181,0.43
U0002361,A00531,SUB00221,2026-05-01,20,9,0.47,170,0.53
U0002362,A00535,SUB00222,2025-06-01,250,139,0.557,3110,0.61
U0002363,A00535,SUB00222,2025-07-01,250,143,0.572,4309,0.36
U0002364,A00535,SUB00222,2025-08-01,250,146,0.587,4392,0.62
U0002365,A00535,SUB00222,2025-09-01,250,150,0.602,2840,0.59
U0002366,A00535,SUB00222,2025-10-01,250,154,0.617,3181,0.39
U0002367,A00535,SUB00222,2025-11-01,250,158,0.632,4374,0.49
U0002368,A00535,SUB00222,2025-12-01,250,161,0.647,5605,0.71
U0002369,A00535,SUB00222,2026-01-01,250,165,0.662,5442,0.87
U0002370,A00535,SUB00222,2026-02-01,250,169,0.677,2721,0.47
U0002371,A00535,SUB00222,2026-03-01,250,173,0.692,4503,0.79
U0002372,A00535,SUB00222,2026-04-01,250,176,0.707,1736,0.44
U0002373,A00535,SUB00222,2026-05-01,250,180,0.722,2555,0.49
U0002374,A00536,SUB00223,2025-06-01,250,163,0.653,4177,0.39
U0002375,A00536,SUB00223,2025-07-01,250,167,0.668,4913,0.57
U0002376,A00536,SUB00223,2025-08-01,250,170,0.683,2239,0.29
U0002377,A00536,SUB00223,2025-09-01,250,174,0.698,3936,0.66
U0002378,A00536,SUB00223,2025-10-01,250,178,0.713,2056,0.22
U0002379,A00536,SUB00223,2025-11-01,250,182,0.728,3990,0.79
U0002380,A00536,SUB00223,2025-12-01,250,185,0.743,4032,0.43
U0002381,A00536,SUB00223,2026-01-01,250,189,0.758,3780,0.25
U0002382,A00536,SUB00223,2026-02-01,250,193,0.773,4259,0.58
U0002383,A00536,SUB00223,2026-03-01,250,197,0.788,6303,0.73
U0002384,A00536,SUB00223,2026-04-01,250,200,0.803,3850,0.77
U0002385,A00536,SUB00223,2026-05-01,250,204,0.818,3550,0.7
U0002386,A00541,SUB00224,2025-06-01,20,12,0.642,279,0.4
U0002387,A00541,SUB00224,2025-07-01,20,13,0.657,430,0.7
U0002388,A00541,SUB00224,2025-08-01,20,13,0.672,290,0.62
U0002389,A00541,SUB00224,2025-09-01,20,13,0.687,348,0.47
U0002390,A00541,SUB00224,2025-10-01,20,14,0.702,446,0.32
U0002391,A00541,SUB00224,2025-11-01,20,14,0.717,178,0.8
U0002392,A00541,SUB00224,2025-12-01,20,14,0.732,303,0.48
U0002393,A00541,SUB00224,2026-01-01,20,14,0.747,476,0.52
U0002394,A00541,SUB00224,2026-02-01,20,15,0.762,404,0.45
U0002395,A00541,SUB00224,2026-03-01,20,15,0.777,256,0.41
U0002396,A00541,SUB00224,2026-04-01,20,15,0.792,397,0.55
U0002397,A00541,SUB00224,2026-05-01,20,16,0.807,485,0.26
U0002398,A00542,SUB00225,2025-06-01,20,13,0.677,228,0.34
U0002399,A00542,SUB00225,2025-07-01,20,13,0.692,187,0.52
U0002400,A00542,SUB00225,2025-08-01,20,14,0.707,226,0.58
U0002401,A00542,SUB00225,2025-09-01,20,14,0.722,351,0.25
U0002402,A00542,SUB00225,2025-10-01,20,14,0.737,433,0.43
U0002403,A00542,SUB00225,2025-11-01,20,15,0.752,280,0.52
U0002404,A00542,SUB00225,2025-12-01,20,15,0.767,475,0.38
U0002405,A00542,SUB00225,2026-01-01,20,15,0.782,219,0.22
U0002406,A00542,SUB00225,2026-02-01,20,15,0.797,172,0.89
U0002407,A00542,SUB00225,2026-03-01,20,16,0.812,463,0.53
U0002408,A00542,SUB00225,2026-04-01,20,16,0.827,436,0.39
U0002409,A00542,SUB00225,2026-05-01,20,16,0.842,431,0.21
U0002410,A00542,SUB00225,2026-06-01,20,17,0.857,263,0.58
U0002411,A00542,SUB00225,2026-07-01,20,17,0.872,201,0.43
U0002412,A00542,SUB00225,2026-08-01,20,17,0.887,380,0.79
U0002413,A00542,SUB00225,2026-09-01,20,18,0.902,340,0.8
U0002414,A00543,SUB00226,2025-06-01,500,287,0.575,6295,0.86
U0002415,A00543,SUB00226,2025-07-01,500,295,0.59,8562,0.81
U0002416,A00543,SUB00226,2025-08-01,500,302,0.605,4037,0.38
U0002417,A00543,SUB00226,2025-09-01,500,310,0.62,6393,0.38
U0002418,A00543,SUB00226,2025-10-01,500,317,0.635,8444,0.23
U0002419,A00543,SUB00226,2025-11-01,500,325,0.65,10334,0.51
U0002420,A00543,SUB00226,2025-12-01,500,332,0.665,6248,0.28
U0002421,A00543,SUB00226,2026-01-01,500,340,0.68,9244,0.25
U0002422,A00543,SUB00226,2026-02-01,500,347,0.695,10997,0.26
U0002423,A00543,SUB00226,2026-03-01,500,355,0.71,11649,0.27
U0002424,A00543,SUB00226,2026-04-01,500,362,0.725,3794,0.82
U0002425,A00543,SUB00226,2026-05-01,500,370,0.74,12042,0.56
U0002426,A00545,SUB00227,2025-06-01,20,12,0.63,244,0.41
U0002427,A00545,SUB00227,2025-07-01,20,12,0.645,149,0.36
U0002428,A00545,SUB00227,2025-08-01,20,13,0.66,245,0.24
U0002429,A00545,SUB00227,2025-09-01,20,13,0.675,130,0.64
U0002430,A00545,SUB00227,2025-10-01,20,13,0.69,204,0.49
U0002431,A00545,SUB00227,2025-11-01,20,14,0.705,314,0.36
U0002432,A00545,SUB00227,2025-12-01,20,14,0.72,127,0.58
U0002433,A00545,SUB00227,2026-01-01,20,14,0.735,454,0.5
U0002434,A00545,SUB00227,2026-02-01,20,14,0.75,404,0.66
U0002435,A00545,SUB00227,2026-03-01,20,15,0.765,280,0.76
U0002436,A00545,SUB00227,2026-04-01,20,15,0.78,253,0.42
U0002437,A00545,SUB00227,2026-05-01,20,15,0.795,338,0.22
U0002438,A00546,SUB00228,2025-06-01,50,19,0.386,480,0.48
U0002439,A00546,SUB00228,2025-07-01,50,17,0.353,397,0.6
U0002440,A00546,SUB00228,2025-08-01,50,17,0.353,498,0.27
U0002441,A00546,SUB00228,2025-09-01,50,16,0.323,548,0.61
U0002442,A00546,SUB00228,2025-10-01,50,17,0.344,218,0.23
U0002443,A00546,SUB00228,2025-11-01,50,20,0.404,444,0.26
U0002444,A00546,SUB00228,2025-12-01,50,16,0.323,312,0.82
U0002445,A00546,SUB00228,2026-01-01,50,17,0.36,389,0.74
U0002446,A00546,SUB00228,2026-02-01,50,15,0.315,489,0.31
U0002447,A00546,SUB00228,2026-03-01,50,16,0.322,161,0.27
U0002448,A00546,SUB00228,2026-04-01,50,19,0.396,346,0.41
U0002449,A00546,SUB00228,2026-05-01,50,18,0.364,489,0.3
U0002450,A00548,SUB00229,2025-06-01,5,2,0.523,41,0.42
U0002451,A00548,SUB00229,2025-07-01,5,2,0.452,33,0.76
U0002452,A00548,SUB00229,2025-08-01,5,2,0.428,49,0.55
U0002453,A00548,SUB00229,2025-09-01,5,2,0.412,67,0.54
U0002454,A00548,SUB00229,2025-10-01,5,3,0.635,46,0.5
U0002455,A00548,SUB00229,2025-11-01,5,3,0.635,102,0.27
U0002456,A00548,SUB00229,2025-12-01,5,2,0.518,67,0.54
U0002457,A00548,SUB00229,2026-01-01,5,2,0.432,45,0.84
U0002458,A00548,SUB00229,2026-02-01,5,2,0.433,39,0.26
U0002459,A00548,SUB00229,2026-03-01,5,3,0.656,75,0.44
U0002460,A00548,SUB00229,2026-04-01,5,2,0.525,25,0.5
U0002461,A00548,SUB00229,2026-05-01,5,2,0.545,44,0.6
U0002462,A00552,SUB00230,2025-06-01,10,5,0.515,59,0.69
U0002463,A00552,SUB00230,2025-07-01,10,4,0.495,126,0.7
U0002464,A00552,SUB00230,2025-08-01,10,4,0.446,63,0.46
U0002465,A00552,SUB00230,2025-09-01,10,5,0.543,125,0.36
U0002466,A00552,SUB00230,2025-10-01,10,4,0.499,51,0.79
U0002467,A00552,SUB00230,2025-11-01,10,5,0.537,51,0.59
U0002468,A00552,SUB00230,2025-12-01,10,5,0.524,65,0.9
U0002469,A00552,SUB00230,2026-01-01,10,4,0.467,55,0.4
U0002470,A00552,SUB00230,2026-02-01,10,5,0.531,99,0.36
U0002471,A00552,SUB00230,2026-03-01,10,4,0.496,136,0.71
U0002472,A00552,SUB00230,2026-04-01,10,4,0.455,87,0.23
U0002473,A00552,SUB00230,2026-05-01,10,4,0.489,70,0.65
U0002474,A00553,SUB00231,2025-12-01,500,206,0.413,3435,0.26
U0002475,A00553,SUB00231,2026-01-01,500,194,0.388,5294,0.59
U0002476,A00553,SUB00231,2026-02-01,500,181,0.363,3933,0.81
U0002477,A00553,SUB00231,2026-03-01,500,169,0.338,3500,0.84
U0002478,A00553,SUB00231,2026-04-01,500,156,0.313,4168,0.52
U0002479,A00553,SUB00231,2026-05-01,500,144,0.288,4294,0.59
U0002480,A00555,SUB00232,2025-08-01,20,16,0.824,167,0.25
U0002481,A00555,SUB00232,2025-09-01,20,16,0.839,467,0.5
U0002482,A00555,SUB00232,2025-10-01,20,17,0.854,525,0.65
U0002483,A00555,SUB00232,2025-11-01,20,17,0.869,441,0.39
U0002484,A00555,SUB00232,2025-12-01,20,17,0.884,466,0.4
U0002485,A00555,SUB00232,2026-01-01,20,17,0.899,409,0.7
U0002486,A00555,SUB00232,2026-02-01,20,18,0.914,313,0.6
U0002487,A00555,SUB00232,2026-03-01,20,18,0.929,258,0.77
U0002488,A00555,SUB00232,2026-04-01,20,18,0.944,444,0.8
U0002489,A00555,SUB00232,2026-05-01,20,19,0.959,279,0.62
U0002490,A00556,SUB00233,2025-06-01,100,41,0.412,804,0.49
U0002491,A00556,SUB00233,2025-07-01,100,38,0.387,849,0.85
U0002492,A00556,SUB00233,2025-08-01,100,36,0.362,321,0.86
U0002493,A00556,SUB00233,2025-09-01,100,33,0.337,458,0.8
U0002494,A00556,SUB00233,2025-10-01,100,31,0.312,764,0.88
U0002495,A00558,SUB00234,2025-06-01,50,39,0.781,559,0.24
U0002496,A00558,SUB00234,2025-07-01,50,39,0.796,354,0.43
U0002497,A00558,SUB00234,2025-08-01,50,40,0.811,1150,0.47
U0002498,A00558,SUB00234,2025-09-01,50,41,0.826,1362,0.72
U0002499,A00558,SUB00234,2025-10-01,50,42,0.841,1005,0.72
U0002500,A00558,SUB00234,2025-11-01,50,42,0.856,509,0.53
U0002501,A00558,SUB00234,2025-12-01,50,43,0.871,473,0.49
U0002502,A00565,SUB00235,2025-06-01,500,249,0.5,4510,0.61
U0002503,A00565,SUB00235,2025-07-01,500,259,0.519,5710,0.41
U0002504,A00565,SUB00235,2025-08-01,500,259,0.518,3660,0.34
U0002505,A00565,SUB00235,2025-09-01,500,263,0.527,2367,0.24
U0002506,A00565,SUB00235,2025-10-01,500,242,0.484,2583,0.22
U0002507,A00565,SUB00235,2025-11-01,500,272,0.545,3880,0.63
U0002508,A00565,SUB00235,2025-12-01,500,255,0.511,7650,0.63
U0002509,A00565,SUB00235,2026-01-01,500,236,0.474,3432,0.77
U0002510,A00565,SUB00235,2026-02-01,500,236,0.474,2308,0.87
U0002511,A00565,SUB00235,2026-03-01,500,233,0.467,3997,0.46
U0002512,A00565,SUB00235,2026-04-01,500,240,0.481,2120,0.42
U0002513,A00565,SUB00235,2026-05-01,500,271,0.543,7228,0.58
U0002514,A00566,SUB00236,2025-10-01,10,5,0.541,79,0.29
U0002515,A00566,SUB00236,2025-11-01,10,5,0.556,102,0.52
U0002516,A00566,SUB00236,2025-12-01,10,5,0.571,45,0.21
U0002517,A00566,SUB00236,2026-01-01,10,5,0.586,118,0.64
U0002518,A00566,SUB00236,2026-02-01,10,6,0.601,112,0.77
U0002519,A00566,SUB00236,2026-03-01,10,6,0.616,108,0.79
U0002520,A00566,SUB00236,2026-04-01,10,6,0.631,104,0.86
U0002521,A00566,SUB00236,2026-05-01,10,6,0.646,168,0.89
U0002522,A00569,SUB00237,2025-06-01,5,2,0.488,43,0.85
U0002523,A00569,SUB00237,2025-07-01,5,2,0.489,68,0.52
U0002524,A00569,SUB00237,2025-08-01,5,2,0.496,63,0.74
U0002525,A00569,SUB00237,2025-09-01,5,2,0.47,43,0.7
U0002526,A00569,SUB00237,2025-10-01,5,2,0.459,34,0.82
U0002527,A00569,SUB00237,2025-11-01,5,2,0.468,41,0.77
U0002528,A00569,SUB00237,2025-12-01,5,2,0.435,21,0.8
U0002529,A00569,SUB00237,2026-01-01,5,2,0.504,46,0.61
U0002530,A00569,SUB00237,2026-02-01,5,2,0.449,32,0.28
U0002531,A00569,SUB00237,2026-03-01,5,2,0.462,43,0.32
U0002532,A00569,SUB00237,2026-04-01,5,2,0.482,22,0.85
U0002533,A00569,SUB00237,2026-05-01,5,2,0.464,34,0.47
U0002534,A00569,SUB00237,2026-06-01,5,2,0.481,58,0.72
U0002535,A00569,SUB00237,2026-07-01,5,2,0.431,25,0.37
U0002536,A00569,SUB00237,2026-08-01,5,2,0.484,17,0.23
U0002537,A00569,SUB00237,2026-09-01,5,2,0.477,66,0.66
U0002538,A00572,SUB00238,2025-06-01,20,14,0.735,383,0.24
U0002539,A00572,SUB00238,2025-07-01,20,15,0.75,503,0.24
U0002540,A00572,SUB00238,2025-08-01,20,15,0.765,370,0.57
U0002541,A00572,SUB00238,2025-09-01,20,15,0.78,288,0.24
U0002542,A00572,SUB00238,2025-10-01,20,15,0.795,387,0.58
U0002543,A00572,SUB00238,2025-11-01,20,16,0.81,142,0.54
U0002544,A00572,SUB00238,2025-12-01,20,16,0.825,276,0.75
U0002545,A00572,SUB00238,2026-01-01,20,16,0.84,434,0.2
U0002546,A00572,SUB00238,2026-02-01,20,17,0.855,447,0.54
U0002547,A00572,SUB00238,2026-03-01,20,17,0.87,311,0.32
U0002548,A00572,SUB00238,2026-04-01,20,17,0.885,442,0.85
U0002549,A00572,SUB00238,2026-05-01,20,18,0.9,161,0.66
U0002550,A00573,SUB00239,2025-06-01,10,4,0.406,89,0.79
U0002551,A00573,SUB00239,2025-07-01,10,3,0.381,90,0.82
U0002552,A00573,SUB00239,2025-08-01,10,3,0.356,88,0.61
U0002553,A00573,SUB00239,2025-09-01,10,3,0.331,40,0.46
U0002554,A00573,SUB00239,2025-10-01,10,3,0.306,41,0.4
U0002555,A00573,SUB00239,2025-11-01,10,2,0.281,39,0.53
U0002556,A00573,SUB00239,2025-12-01,10,2,0.256,46,0.21
U0002557,A00573,SUB00239,2026-01-01,10,2,0.231,18,0.37
U0002558,A00573,SUB00239,2026-02-01,10,2,0.206,22,0.35
U0002559,A00573,SUB00239,2026-03-01,10,1,0.181,17,0.31
U0002560,A00573,SUB00239,2026-04-01,10,1,0.156,9,0.29
U0002561,A00573,SUB00239,2026-05-01,10,1,0.131,29,0.75
U0002562,A00574,SUB00240,2025-06-01,250,82,0.329,721,0.5
U0002563,A00574,SUB00240,2025-07-01,250,86,0.344,1155,0.88
U0002564,A00574,SUB00240,2025-08-01,250,89,0.359,2613,0.79
U0002565,A00574,SUB00240,2025-09-01,250,93,0.374,1537,0.78
U0002566,A00574,SUB00240,2025-10-01,250,97,0.389,2849,0.36
U0002567,A00574,SUB00240,2025-11-01,250,101,0.404,2638,0.37
U0002568,A00574,SUB00240,2025-12-01,250,104,0.419,3437,0.65
U0002569,A00574,SUB00240,2026-01-01,250,108,0.434,1493,0.27
U0002570,A00574,SUB00240,2026-02-01,250,112,0.449,1711,0.35
U0002571,A00574,SUB00240,2026-03-01,250,116,0.464,1904,0.62
U0002572,A00574,SUB00240,2026-04-01,250,119,0.479,2695,0.25
U0002573,A00574,SUB00240,2026-05-01,250,123,0.494,2101,0.89
U0002574,A00579,SUB00241,2025-07-01,500,219,0.439,7207,0.42
U0002575,A00579,SUB00241,2025-08-01,500,226,0.454,4136,0.89
